mix,song1_index,song2_index,song1_title,song2_title,tempo_1,spectral_centroid_1,spectral_bandwidth_1,zero_crossing_rate_1,mfcc_1_1,mfcc_2_1,mfcc_3_1,mfcc_4_1,mfcc_5_1,mfcc_6_1,mfcc_7_1,mfcc_8_1,mfcc_9_1,mfcc_10_1,mfcc_11_1,mfcc_12_1,mfcc_13_1,tempo_2,spectral_centroid_2,spectral_bandwidth_2,zero_crossing_rate_2,mfcc_1_2,mfcc_2_2,mfcc_3_2,mfcc_4_2,mfcc_5_2,mfcc_6_2,mfcc_7_2,mfcc_8_2,mfcc_9_2,mfcc_10_2,mfcc_11_2,mfcc_12_2,mfcc_13_2
51,10,11,id='Q6HpTrmwnhQ' title='Roni Size - Snapshot [Full Cycle]',id='d_O-zzU9yAM' title='Ryme Tyme & Trace - Hashplant [DSCI4]',172.265625,2843.8230770830487,2800.364810723161,0.1241735644442766,-95.99266,71.42547,29.913912,39.414204,9.868639,14.33491,2.178771,2.856438,-5.8016357,5.3111,-11.734165,4.0608435,-8.0115385,172.265625,2400.295636739837,2511.1181526428613,0.0671805445283464,-152.54283,64.75672,-6.6834645,35.353264,23.383436,18.233942,7.069348,11.744012,7.065928,10.442036,3.4432693,6.2980576,2.2538524
51,11,12,id='d_O-zzU9yAM' title='Ryme Tyme & Trace - Hashplant [DSCI4]',id='wZXexczhS3s' title='Bad Company - Seizure [Virus]',172.265625,2400.295636739837,2511.1181526428613,0.0671805445283464,-152.54283,64.75672,-6.6834645,35.353264,23.383436,18.233942,7.069348,11.744012,7.065928,10.442036,3.4432693,6.2980576,2.2538524,172.265625,2563.6195552720724,2503.30118608442,0.1039591239113855,-106.5048,78.7061,5.7394037,25.327248,14.085826,20.353876,7.687416,13.004437,1.7179731,6.2103095,3.0581167,4.4688773,0.9195102
51,12,13,id='wZXexczhS3s' title='Bad Company - Seizure [Virus]',id='ecTz4WRoO5I' title='Trace & Optical - Kridian [Virus]',172.265625,2563.6195552720724,2503.30118608442,0.1039591239113855,-106.5048,78.7061,5.7394037,25.327248,14.085826,20.353876,7.687416,13.004437,1.7179731,6.2103095,3.0581167,4.4688773,0.9195102,86.1328125,2955.7442335798246,2999.95335610378,0.1169433982818725,-162.04997,71.32728,29.915854,15.636559,6.5189996,17.939259,4.8864946,9.689046,-0.9920903,4.0230756,1.8551185,3.071112,-0.9668028
51,13,14,id='ecTz4WRoO5I' title='Trace & Optical - Kridian [Virus]',id='s9oQeW7owoI' title='Trace - Sniper [DSCI4]',86.1328125,2955.7442335798246,2999.95335610378,0.1169433982818725,-162.04997,71.32728,29.915854,15.636559,6.5189996,17.939259,4.8864946,9.689046,-0.9920903,4.0230756,1.8551185,3.071112,-0.9668028,117.45383522727272,3359.711405279443,3120.0967096651443,0.1389594343620681,-105.49508,54.31391,21.296196,30.098925,9.13119,9.753215,10.398476,6.3174953,-2.0479167,9.901152,1.7477201,7.173243,-1.3630861
51,14,15,id='s9oQeW7owoI' title='Trace - Sniper [DSCI4]',id='cNsTFXe_xEE' title='DJ Red & Earth People - Ride [Stealth]',117.45383522727272,3359.711405279443,3120.0967096651443,0.1389594343620681,-105.49508,54.31391,21.296196,30.098925,9.13119,9.753215,10.398476,6.3174953,-2.0479167,9.901152,1.7477201,7.173243,-1.3630861,86.1328125,2176.071461662952,2439.9434007235063,0.0804652416065864,-163.50458,99.09403,-4.702388,14.048456,17.75471,9.65318,0.436941,1.6373805,-4.4028335,1.522641,0.111648746,4.2650194,0.24199434
51,15,17,id='cNsTFXe_xEE' title='DJ Red & Earth People - Ride [Stealth]',id='-8LwxN-j6QE' title='Bad Company - The Pulse [Prototype]',86.1328125,2176.071461662952,2439.9434007235063,0.0804652416065864,-163.50458,99.09403,-4.702388,14.048456,17.75471,9.65318,0.436941,1.6373805,-4.4028335,1.522641,0.111648746,4.2650194,0.24199434,89.10290948275862,3262.564460154316,2907.54553670788,0.1529722984179637,-126.24103,42.774643,4.984439,29.944395,14.802333,17.544817,7.4588923,12.770167,4.2766066,5.7550783,2.0472043,4.667464,-0.08509282
51,17,18,id='-8LwxN-j6QE' title='Bad Company - The Pulse [Prototype]',id='Wj3Bm0U_ytM' title='Die - Drop Bear [Full Cycle]',89.10290948275862,3262.564460154316,2907.54553670788,0.1529722984179637,-126.24103,42.774643,4.984439,29.944395,14.802333,17.544817,7.4588923,12.770167,4.2766066,5.7550783,2.0472043,4.667464,-0.08509282,86.1328125,2838.0829222329444,2967.653136248761,0.111264284511193,-85.43442,63.55845,41.30977,44.896687,13.98413,15.7164,-7.4087434,8.670043,-12.244238,-1.1699523,0.070654094,1.0373476,0.9228727
51,18,19,id='Wj3Bm0U_ytM' title='Die - Drop Bear [Full Cycle]',id='RCfONkq0h2k' title='Bad Company - Sentient [BC]',86.1328125,2838.0829222329444,2967.653136248761,0.111264284511193,-85.43442,63.55845,41.30977,44.896687,13.98413,15.7164,-7.4087434,8.670043,-12.244238,-1.1699523,0.070654094,1.0373476,0.9228727,117.45383522727272,2639.364231507579,2700.984867321373,0.1006139080762616,-31.813282,74.51877,5.521953,23.126614,12.169262,19.708046,-0.51005006,7.457127,3.7640507,6.0598536,0.22165728,5.324739,-2.0629125
51,19,20,id='RCfONkq0h2k' title='Bad Company - Sentient [BC]',id='4Q3DWyHLMIE' title='Baby Namboos - Ancoats 2 Zambia (Dillinja Remix) [Palm Pictures]',117.45383522727272,2639.364231507579,2700.984867321373,0.1006139080762616,-31.813282,74.51877,5.521953,23.126614,12.169262,19.708046,-0.51005006,7.457127,3.7640507,6.0598536,0.22165728,5.324739,-2.0629125,117.45383522727272,3793.7718989752416,2954.4641444450203,0.2200562183758281,-37.714397,37.512535,15.730654,20.46936,1.7052896,6.5853853,-3.6789184,0.28006938,-8.654649,2.9737446,-6.6243997,2.2696187,-7.2343636
51,20,21,id='4Q3DWyHLMIE' title='Baby Namboos - Ancoats 2 Zambia (Dillinja Remix) [Palm Pictures]',id='HaYkbJ_K17Y' title='Bad Company - Skin Tag [Virus]',117.45383522727272,3793.7718989752416,2954.4641444450203,0.2200562183758281,-37.714397,37.512535,15.730654,20.46936,1.7052896,6.5853853,-3.6789184,0.28006938,-8.654649,2.9737446,-6.6243997,2.2696187,-7.2343636,117.45383522727272,3059.7285716000706,2661.358000014139,0.1549499414288269,-78.63282,59.972534,1.0276433,21.903496,-6.349244,6.017188,-2.909207,6.9484954,6.2253127,1.6867574,-1.2870857,5.7436895,-2.051996
51,21,22,id='HaYkbJ_K17Y' title='Bad Company - Skin Tag [Virus]',id='Nx4e9sifceI' title='Q-Project - Champion Sound (Bad Company Remix) [CIA]',117.45383522727272,3059.7285716000706,2661.358000014139,0.1549499414288269,-78.63282,59.972534,1.0276433,21.903496,-6.349244,6.017188,-2.909207,6.9484954,6.2253127,1.6867574,-1.2870857,5.7436895,-2.051996,86.1328125,2837.8473604978976,2633.305852204838,0.1354482876126007,-53.027306,72.12494,-9.480651,4.807726,-16.918484,20.840252,-1.6391002,5.7569737,1.7406034,8.428618,6.3293324,13.056688,1.1300684
52,0,1,id='-eRirCwl1XM' title='Optical - The Shining (Ed Rush & Optical Remix) [Metro]',id='2l898W68XSU' title='Stakka & K.Tee - Synthesis (Remix) [Underfire]',86.1328125,3103.2688915948247,3120.348319724233,0.1153115494893403,-62.54007,64.169426,34.580517,11.714472,3.2694356,16.797626,4.9006157,9.743076,-5.8294625,5.4084325,-0.5478722,6.57233,1.9172517,117.45383522727272,2954.5845503812475,2913.826310591338,0.120673502015134,-100.6573,66.45279,16.63056,22.79753,10.333805,13.895843,3.72519,6.143371,-5.958425,3.8034084,-0.2628985,3.8002396,-6.8004804
52,1,2,id='2l898W68XSU' title='Stakka & K.Tee - Synthesis (Remix) [Underfire]',id='Uow3dMA5m14' title='Matrix - Temperament [Virus]',117.45383522727272,2954.5845503812475,2913.826310591338,0.120673502015134,-100.6573,66.45279,16.63056,22.79753,10.333805,13.895843,3.72519,6.143371,-5.958425,3.8034084,-0.2628985,3.8002396,-6.8004804,112.34714673913044,3415.7181343558163,3108.481313200025,0.1310858797341386,-140.16489,46.770187,27.25133,31.520159,11.395406,16.536007,8.48826,10.39076,3.228324,6.042285,0.8183839,2.668079,-0.6289927
52,2,3,id='Uow3dMA5m14' title='Matrix - Temperament [Virus]',id='8onKTjXcRxw' title='Ram Trilogy - Reflection (Look Inside) [Ram]',112.34714673913044,3415.7181343558163,3108.481313200025,0.1310858797341386,-140.16489,46.770187,27.25133,31.520159,11.395406,16.536007,8.48826,10.39076,3.228324,6.042285,0.8183839,2.668079,-0.6289927,86.1328125,3123.424629177417,2930.994817653286,0.1249924651309444,-68.91131,53.15105,18.558628,24.348957,4.3375006,12.112884,2.4773924,9.411659,0.87107927,7.6245446,-0.9936781,4.752853,-0.043313578
52,3,4,id='8onKTjXcRxw' title='Ram Trilogy - Reflection (Look Inside) [Ram]',id='zvKy68xvh2o' title='Matrix - The Saint [Virus]',86.1328125,3123.424629177417,2930.994817653286,0.1249924651309444,-68.91131,53.15105,18.558628,24.348957,4.3375006,12.112884,2.4773924,9.411659,0.87107927,7.6245446,-0.9936781,4.752853,-0.043313578,112.34714673913044,2838.0355260612378,2595.507581105572,0.1311634261586031,-189.9489,49.227295,36.82497,8.616959,5.069352,3.9020834,3.8202074,0.056118853,1.7276958,5.1544576,0.08577181,4.604704,-3.1457045
52,4,5,id='zvKy68xvh2o' title='Matrix - The Saint [Virus]',id='e4imUOY-wZw' title='Marcus Intalex & ST Files - How You Make Me Feel [31]',112.34714673913044,2838.0355260612378,2595.507581105572,0.1311634261586031,-189.9489,49.227295,36.82497,8.616959,5.069352,3.9020834,3.8202074,0.056118853,1.7276958,5.1544576,0.08577181,4.604704,-3.1457045,86.1328125,2642.9613060824067,2921.440723041181,0.0947287412894901,-149.43826,72.82212,14.033958,9.916298,10.456544,8.794823,4.3876,5.814476,0.7228436,3.132193,-2.4369192,1.4668196,-2.2836123
52,5,6,id='e4imUOY-wZw' title='Marcus Intalex & ST Files - How You Make Me Feel [31]',id='cNsTFXe_xEE' title='DJ Red & Earth People - Ride [Stealth]',86.1328125,2642.9613060824067,2921.440723041181,0.0947287412894901,-149.43826,72.82212,14.033958,9.916298,10.456544,8.794823,4.3876,5.814476,0.7228436,3.132193,-2.4369192,1.4668196,-2.2836123,86.1328125,2176.071461662952,2439.9434007235063,0.0804652416065864,-163.50458,99.09403,-4.702388,14.048456,17.75471,9.65318,0.436941,1.6373805,-4.4028335,1.522641,0.111648746,4.2650194,0.24199434
52,6,7,id='cNsTFXe_xEE' title='DJ Red & Earth People - Ride [Stealth]',id='Kk0XKuQBInw' title='Ram Trilogy - Mindscan (Ed Rush & Optical Remix) [Ram]',86.1328125,2176.071461662952,2439.9434007235063,0.0804652416065864,-163.50458,99.09403,-4.702388,14.048456,17.75471,9.65318,0.436941,1.6373805,-4.4028335,1.522641,0.111648746,4.2650194,0.24199434,86.1328125,2932.8762163547294,2823.0382193590603,0.1343316133623639,-87.05983,71.271065,-9.409835,-0.7802225,10.952698,14.164764,1.0935873,10.514003,1.9407024,4.241344,-0.13962542,4.6308312,0.9892339
52,7,8,id='Kk0XKuQBInw' title='Ram Trilogy - Mindscan (Ed Rush & Optical Remix) [Ram]',id='tP89zqLk6G4' title='Ram Trilogy - Gridlock [Ram]',86.1328125,2932.8762163547294,2823.0382193590603,0.1343316133623639,-87.05983,71.271065,-9.409835,-0.7802225,10.952698,14.164764,1.0935873,10.514003,1.9407024,4.241344,-0.13962542,4.6308312,0.9892339,86.1328125,3458.209241230283,2912.9201976458826,0.1550654531490497,-14.5451,47.137455,-2.035788,9.572549,1.1411777,13.9856415,-5.393348,10.12884,-3.4402306,9.79466,-1.8279498,4.35122,4.1911945
52,8,9,id='tP89zqLk6G4' title='Ram Trilogy - Gridlock [Ram]',id='ecTz4WRoO5I' title='Trace & Optical - Kridian [Virus]',86.1328125,3458.209241230283,2912.9201976458826,0.1550654531490497,-14.5451,47.137455,-2.035788,9.572549,1.1411777,13.9856415,-5.393348,10.12884,-3.4402306,9.79466,-1.8279498,4.35122,4.1911945,86.1328125,2955.7442335798246,2999.95335610378,0.1169433982818725,-162.04997,71.32728,29.915854,15.636559,6.5189996,17.939259,4.8864946,9.689046,-0.9920903,4.0230756,1.8551185,3.071112,-0.9668028
52,9,10,id='ecTz4WRoO5I' title='Trace & Optical - Kridian [Virus]',id='fWBveCHD-bI' title='Ram Trilogy - Human Future [Ram]',86.1328125,2955.7442335798246,2999.95335610378,0.1169433982818725,-162.04997,71.32728,29.915854,15.636559,6.5189996,17.939259,4.8864946,9.689046,-0.9920903,4.0230756,1.8551185,3.071112,-0.9668028,86.1328125,2632.71296066133,2786.556991984614,0.0818855758226185,-22.787027,73.754295,17.791473,31.117357,13.706876,16.118284,1.9822816,7.3035617,-2.6431432,1.5796579,-4.3002253,2.6061404,-0.27220884
52,10,11,id='fWBveCHD-bI' title='Ram Trilogy - Human Future [Ram]',id='9pVorGNsvcs' title='Bad Company - 4 Days (Moving Fusion Remix) [BC]',86.1328125,2632.71296066133,2786.556991984614,0.0818855758226185,-22.787027,73.754295,17.791473,31.117357,13.706876,16.118284,1.9822816,7.3035617,-2.6431432,1.5796579,-4.3002253,2.6061404,-0.27220884,86.1328125,3404.706224190181,2867.1738289671384,0.1436730802673941,-60.38775,30.962032,-16.850996,19.493877,12.569945,20.926067,8.319649,17.723791,5.1953526,10.696014,8.02127,10.438035,4.407184
52,11,12,id='9pVorGNsvcs' title='Bad Company - 4 Days (Moving Fusion Remix) [BC]',id='Nx4e9sifceI' title='Q-Project - Champion Sound (Bad Company Remix) [CIA]',86.1328125,3404.706224190181,2867.1738289671384,0.1436730802673941,-60.38775,30.962032,-16.850996,19.493877,12.569945,20.926067,8.319649,17.723791,5.1953526,10.696014,8.02127,10.438035,4.407184,86.1328125,2837.8473604978976,2633.305852204838,0.1354482876126007,-53.027306,72.12494,-9.480651,4.807726,-16.918484,20.840252,-1.6391002,5.7569737,1.7406034,8.428618,6.3293324,13.056688,1.1300684
52,12,13,id='Nx4e9sifceI' title='Q-Project - Champion Sound (Bad Company Remix) [CIA]',id='XDGfpRngKqM' title='Ram Trilogy - System Error (Y2K) [Ram]',86.1328125,2837.8473604978976,2633.305852204838,0.1354482876126007,-53.027306,72.12494,-9.480651,4.807726,-16.918484,20.840252,-1.6391002,5.7569737,1.7406034,8.428618,6.3293324,13.056688,1.1300684,86.1328125,3215.902695006279,2925.9257653971,0.1261355987451201,-21.88865,53.518177,3.4366891,20.950289,3.9794993,8.832892,-2.2874172,6.089229,-1.9940726,5.990545,-2.5530257,7.744338,0.28348324
53,0,2,id='dGpdBsM8uhg' title='Bad Company - Oxygen (The Drilla Killa) [BC]',id='XqveO_75TDo' title='Marcus Intalex & S.T. Files - Neptune [31]',117.45383522727272,3286.7404835853827,2891.8365368178543,0.1512292294702734,-127.321754,36.907436,-0.90051526,21.308834,1.3619208,16.699104,4.7194424,14.009879,7.0302987,11.3087015,10.475802,12.096311,2.7659135,86.1328125,2851.134954798512,2959.934577976744,0.1162784804663927,-111.42958,69.43365,10.824504,3.7138195,3.3642943,5.611376,-0.3531029,6.9027753,3.7498775,5.94695,1.1461209,6.309155,-1.448734
53,2,4,id='XqveO_75TDo' title='Marcus Intalex & S.T. Files - Neptune [31]',id='gD8UsqjWRR0' title='Usual Suspects - Carnage [Renegade Hardware]',86.1328125,2851.134954798512,2959.934577976744,0.1162784804663927,-111.42958,69.43365,10.824504,3.7138195,3.3642943,5.611376,-0.3531029,6.9027753,3.7498775,5.94695,1.1461209,6.309155,-1.448734,86.1328125,2891.197384306366,2760.9296588430284,0.1437564692504579,-67.24778,72.02667,-4.92168,21.96891,12.224214,13.559936,5.0932155,6.842329,3.7136893,0.5456535,-2.205016,7.092329,-1.1969494
53,4,5,id='gD8UsqjWRR0' title='Usual Suspects - Carnage [Renegade Hardware]',id='10SkVPcx4MA' title='Bad Company - Brain Scan [BC]',86.1328125,2891.197384306366,2760.9296588430284,0.1437564692504579,-67.24778,72.02667,-4.92168,21.96891,12.224214,13.559936,5.0932155,6.842329,3.7136893,0.5456535,-2.205016,7.092329,-1.1969494,86.1328125,3080.508129857584,2906.748081792262,0.1289298907301411,-121.493996,53.728767,4.314949,21.423502,24.563454,21.964188,10.72637,11.793107,11.928333,9.586852,1.6866424,4.3548117,5.3887677
53,5,6,id='10SkVPcx4MA' title='Bad Company - Brain Scan [BC]',id='sbqdLTJzdWg' title='Technical Itch - Stack 2 [Tech Itch]',86.1328125,3080.508129857584,2906.748081792262,0.1289298907301411,-121.493996,53.728767,4.314949,21.423502,24.563454,21.964188,10.72637,11.793107,11.928333,9.586852,1.6866424,4.3548117,5.3887677,117.45383522727272,3137.076414081514,2959.0017975751894,0.133761327429761,-149.43048,59.385525,8.495359,18.05781,9.274349,11.704116,5.1130576,9.841329,4.9842873,8.438706,1.2229844,4.097826,-0.03435258
53,6,7,id='sbqdLTJzdWg' title='Technical Itch - Stack 2 [Tech Itch]',id='2l898W68XSU' title='Stakka & K.Tee - Synthesis (Remix) [Underfire]',117.45383522727272,3137.076414081514,2959.0017975751894,0.133761327429761,-149.43048,59.385525,8.495359,18.05781,9.274349,11.704116,5.1130576,9.841329,4.9842873,8.438706,1.2229844,4.097826,-0.03435258,117.45383522727272,2954.5845503812475,2913.826310591338,0.120673502015134,-100.6573,66.45279,16.63056,22.79753,10.333805,13.895843,3.72519,6.143371,-5.958425,3.8034084,-0.2628985,3.8002396,-6.8004804
53,7,8,id='2l898W68XSU' title='Stakka & K.Tee - Synthesis (Remix) [Underfire]',id='RCfONkq0h2k' title='Bad Company - Sentient [BC]',117.45383522727272,2954.5845503812475,2913.826310591338,0.120673502015134,-100.6573,66.45279,16.63056,22.79753,10.333805,13.895843,3.72519,6.143371,-5.958425,3.8034084,-0.2628985,3.8002396,-6.8004804,117.45383522727272,2639.364231507579,2700.984867321373,0.1006139080762616,-31.813282,74.51877,5.521953,23.126614,12.169262,19.708046,-0.51005006,7.457127,3.7640507,6.0598536,0.22165728,5.324739,-2.0629125
53,8,9,id='RCfONkq0h2k' title='Bad Company - Sentient [BC]',id='Anp8KF63viY' title='Alpha Omega - Neutrons [Reinforced]',117.45383522727272,2639.364231507579,2700.984867321373,0.1006139080762616,-31.813282,74.51877,5.521953,23.126614,12.169262,19.708046,-0.51005006,7.457127,3.7640507,6.0598536,0.22165728,5.324739,-2.0629125,117.45383522727272,3453.1203715474635,3107.696436702533,0.1260382599208085,-125.13619,50.923893,34.67534,22.837744,2.4592645,17.60292,7.8786187,11.324913,-1.3808074,3.4226844,-1.3998108,9.7038145,5.4933887
53,9,10,id='Anp8KF63viY' title='Alpha Omega - Neutrons [Reinforced]',id='a5R2n557VDA' title='Technical Itch - Extension [Tech Itch]',117.45383522727272,3453.1203715474635,3107.696436702533,0.1260382599208085,-125.13619,50.923893,34.67534,22.837744,2.4592645,17.60292,7.8786187,11.324913,-1.3808074,3.4226844,-1.3998108,9.7038145,5.4933887,112.34714673913044,3187.485642243412,3083.7178515025407,0.1029668150859557,-151.29878,46.310223,17.405052,29.397728,13.82329,21.96923,9.23231,16.077572,8.638113,10.331411,3.423742,8.059651,3.07622
53,10,11,id='a5R2n557VDA' title='Technical Itch - Extension [Tech Itch]',id='PeVJMtohLtc' title='Special Forces - Freeway [Metalheadz]',112.34714673913044,3187.485642243412,3083.7178515025407,0.1029668150859557,-151.29878,46.310223,17.405052,29.397728,13.82329,21.96923,9.23231,16.077572,8.638113,10.331411,3.423742,8.059651,3.07622,117.45383522727272,2469.2122612658663,2417.243128390264,0.0984201710701876,-124.34635,70.37244,13.870677,21.391117,8.830432,14.502937,6.488401,11.623623,7.1587844,11.925758,4.2012224,7.7144866,1.2954799
54,0,1,"id='m3QybGebCYk' title=""Capone - Rinsin' Sound [Valve]""",id='gEU_jCCbhZY' title='Moving Fusion - The Beginning [RAM]',117.45383522727272,3713.451060152724,3082.268906428036,0.1588079084429824,-129.75551,25.41821,4.517303,14.603458,3.2867396,10.235345,11.574875,12.707028,3.3667123,9.034249,1.5457635,9.426871,1.0585495,86.1328125,3715.15277793993,3057.6173838832374,0.1731497594221764,-22.126223,37.175457,0.9240976,12.081414,6.0534415,14.471866,8.137082,14.92426,1.8105849,4.963738,0.69289225,1.1645759,0.2918795
54,1,2,id='gEU_jCCbhZY' title='Moving Fusion - The Beginning [RAM]',id='Uow3dMA5m14' title='Matrix - Temperament [Virus]',86.1328125,3715.15277793993,3057.6173838832374,0.1731497594221764,-22.126223,37.175457,0.9240976,12.081414,6.0534415,14.471866,8.137082,14.92426,1.8105849,4.963738,0.69289225,1.1645759,0.2918795,112.34714673913044,3415.7181343558163,3108.481313200025,0.1310858797341386,-140.16489,46.770187,27.25133,31.520159,11.395406,16.536007,8.48826,10.39076,3.228324,6.042285,0.8183839,2.668079,-0.6289927
54,2,3,id='Uow3dMA5m14' title='Matrix - Temperament [Virus]',id='fWBveCHD-bI' title='Ram Trilogy - Human Future [RAM]',112.34714673913044,3415.7181343558163,3108.481313200025,0.1310858797341386,-140.16489,46.770187,27.25133,31.520159,11.395406,16.536007,8.48826,10.39076,3.228324,6.042285,0.8183839,2.668079,-0.6289927,86.1328125,2632.71296066133,2786.556991984614,0.0818855758226185,-22.787027,73.754295,17.791473,31.117357,13.706876,16.118284,1.9822816,7.3035617,-2.6431432,1.5796579,-4.3002253,2.6061404,-0.27220884
54,3,5,id='fWBveCHD-bI' title='Ram Trilogy - Human Future [RAM]',id='GZ64iup1xmM' title='Origin Unknown - Sound In Motion [RAM]',86.1328125,2632.71296066133,2786.556991984614,0.0818855758226185,-22.787027,73.754295,17.791473,31.117357,13.706876,16.118284,1.9822816,7.3035617,-2.6431432,1.5796579,-4.3002253,2.6061404,-0.27220884,86.1328125,3171.091239034911,2687.619994225174,0.1427281775085523,-31.669292,55.147007,-7.6119857,31.167822,-0.04836087,10.588351,1.0820808,11.940161,-3.7707186,6.7441254,-1.1517524,10.184047,-2.9929752
54,5,6,id='GZ64iup1xmM' title='Origin Unknown - Sound In Motion [RAM]',"id='MndyIzkrdY0' title=""Lil' Louis - French Kiss (Ed Rush & Optical Remix)""",86.1328125,3171.091239034911,2687.619994225174,0.1427281775085523,-31.669292,55.147007,-7.6119857,31.167822,-0.04836087,10.588351,1.0820808,11.940161,-3.7707186,6.7441254,-1.1517524,10.184047,-2.9929752,86.1328125,3218.821905615546,2955.0150373168017,0.1498657264961466,-136.77823,53.632877,23.450716,31.974346,11.751495,19.900936,0.7485161,5.389332,-9.264328,6.225623,-3.0064588,3.691862,-6.796348
54,6,7,"id='MndyIzkrdY0' title=""Lil' Louis - French Kiss (Ed Rush & Optical Remix)""",id='81Gq3qJ0azM' title='Digital & Spirit - Phantom Force [Phantom Audio]',86.1328125,3218.821905615546,2955.0150373168017,0.1498657264961466,-136.77823,53.632877,23.450716,31.974346,11.751495,19.900936,0.7485161,5.389332,-9.264328,6.225623,-3.0064588,3.691862,-6.796348,86.1328125,3325.0434133904714,2716.1890756360567,0.1781010839409669,-118.73036,35.28556,-13.6966095,33.12869,9.865175,19.586113,6.714341,9.849805,6.4891267,5.026231,5.0281305,5.267265,4.3326945
54,7,8,id='81Gq3qJ0azM' title='Digital & Spirit - Phantom Force [Phantom Audio]',id='viLvwS1fQY8' title='Jo - R Type [Awesome]',86.1328125,3325.0434133904714,2716.1890756360567,0.1781010839409669,-118.73036,35.28556,-13.6966095,33.12869,9.865175,19.586113,6.714341,9.849805,6.4891267,5.026231,5.0281305,5.267265,4.3326945,107.666015625,3860.68573717223,2999.6877334131605,0.1930293251811594,-121.55287,26.079079,6.7093945,17.977943,5.630196,20.613626,-0.20519531,13.2173,-0.43960616,5.8512464,1.3463222,6.066353,0.78608614
54,8,9,id='viLvwS1fQY8' title='Jo - R Type [Awesome]',id='pln2aKwvPuY' title='Souljah - Fade 2 Black [Hardleaders]',107.666015625,3860.68573717223,2999.6877334131605,0.1930293251811594,-121.55287,26.079079,6.7093945,17.977943,5.630196,20.613626,-0.20519531,13.2173,-0.43960616,5.8512464,1.3463222,6.066353,0.78608614,112.34714673913044,3399.8561005181573,2687.390780810971,0.1799785069056919,-26.650982,37.880886,3.6676807,22.416018,2.4149828,25.490171,3.00267,6.322988,-4.6115265,5.532756,-4.2069635,0.13694848,-4.5740085
54,9,10,id='pln2aKwvPuY' title='Souljah - Fade 2 Black [Hardleaders]',"id='Z8NokNkrlOQ' title='+ Ed Rush, Optical & Fierce - Alien Girl [Prototype]'",112.34714673913044,3399.8561005181573,2687.390780810971,0.1799785069056919,-26.650982,37.880886,3.6676807,22.416018,2.4149828,25.490171,3.00267,6.322988,-4.6115265,5.532756,-4.2069635,0.13694848,-4.5740085,86.1328125,2914.61345593401,2839.7913978854253,0.1286206818002929,-88.35947,65.788605,26.073202,28.281855,9.256503,11.778053,6.4950123,5.844858,0.8373215,4.6478996,-0.72837454,6.405391,-3.6656363
54,10,11,"id='Z8NokNkrlOQ' title='+ Ed Rush, Optical & Fierce - Alien Girl [Prototype]'",id='Wvf4RJyZJcM' title='Ed Rush & Optical - Pacman [Virus]',86.1328125,2914.61345593401,2839.7913978854253,0.1286206818002929,-88.35947,65.788605,26.073202,28.281855,9.256503,11.778053,6.4950123,5.844858,0.8373215,4.6478996,-0.72837454,6.405391,-3.6656363,86.1328125,2908.4858640983757,2864.880988237313,0.1059258672197386,-72.13406,71.75077,33.207336,26.271093,2.1102533,15.293518,3.2610273,8.796178,-1.0784737,6.2014956,-1.4258244,3.984951,-1.752689
54,11,12,id='Wvf4RJyZJcM' title='Ed Rush & Optical - Pacman [Virus]',id='Yc2NG0K9zQk' title='Ram Trilogy - Chase Scene [RAM]',86.1328125,2908.4858640983757,2864.880988237313,0.1059258672197386,-72.13406,71.75077,33.207336,26.271093,2.1102533,15.293518,3.2610273,8.796178,-1.0784737,6.2014956,-1.4258244,3.984951,-1.752689,117.45383522727272,2866.6292644709306,2880.016651451881,0.1224244743344415,-43.54042,70.51412,12.488335,22.894468,6.345305,16.918344,1.5067135,6.197103,4.1788964,4.2455397,-0.22989547,5.019945,-3.3635035
54,12,13,id='Yc2NG0K9zQk' title='Ram Trilogy - Chase Scene [RAM]',id='Nx4e9sifceI' title='Q-Project - Champion Sound (Bad Company Remix) [CIA]',117.45383522727272,2866.6292644709306,2880.016651451881,0.1224244743344415,-43.54042,70.51412,12.488335,22.894468,6.345305,16.918344,1.5067135,6.197103,4.1788964,4.2455397,-0.22989547,5.019945,-3.3635035,86.1328125,2837.8473604978976,2633.305852204838,0.1354482876126007,-53.027306,72.12494,-9.480651,4.807726,-16.918484,20.840252,-1.6391002,5.7569737,1.7406034,8.428618,6.3293324,13.056688,1.1300684
54,13,14,id='Nx4e9sifceI' title='Q-Project - Champion Sound (Bad Company Remix) [CIA]',id='CYvNgA-DZ2A' title='P-Funk - Serious Sounds [Frontline]',86.1328125,2837.8473604978976,2633.305852204838,0.1354482876126007,-53.027306,72.12494,-9.480651,4.807726,-16.918484,20.840252,-1.6391002,5.7569737,1.7406034,8.428618,6.3293324,13.056688,1.1300684,86.1328125,2576.8470601603026,2656.613759686583,0.087823340768948,-105.15072,44.89131,-11.59769,41.07366,27.553162,29.824146,12.446714,14.847697,6.095299,18.259413,5.919514,9.246531,0.34193322
